N° de ligne;CodeHier;CodeActe;Libellé;GestesComplémentaires;Modulateur;TypeLigne;Consigne de codage pour le PMSI;Action année N S: suppression/A : Ajout/M: Modification;Caractéristique modification à publier;Séance;Dédié;Non dédié;Collectif;Pluriprofessionnel;Appareillage avec étapes;Début de validité;Fin de validité;Pondération acte isolé - 2012-2018;Pondération étape A 2012-2018;Pondération étape B 2012-2018;Pondération étape C 2012-2018;Pondération + modulateur HW 2012-2018;Pondération + modulateur LJ 2012-2018;Pondération + modulateur QM2012-2018;Pondération + modulateur XH 2012-2018
211;01.01.03;GKQ+139;Avec ou sans : enregistrement du son et/ou de l'image;;;N;;;;;;;;;;;;;;;;;;;
212;01.01.03;GKQ+102;Évaluation intermédiaire du langage écrit;;;L;;M;Modulateur BN supprimé;;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;38;;;;;;;
213;01.01.03;GKQ+102;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
214;01.01.03;GKQ+102;évaluation focalisée permettant d'apprécier l'évolution de la rééducation des troubles du langage écrit et d'ajuster le programme de rééducation;;;N;;;;;;;;;;;;;;;;;;;
215;01.01.03;GKQ+102;Avec ou sans : enregistrement du son et/ou de l'image;;;N;;;;;;;;;;;;;;;;;;;
216;01.01.03;GKQ+063;Évaluation finale du langage écrit;;;L;;M;Modulateur BN supprimé;;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;61;;;;;;;
217;01.01.03;GKQ+063;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
218;01.01.03;GKQ+063;évaluation des troubles du langage écrit à la fin de la prise la charge ou à la sortie, pour orientation;;;N;;;;;;;;;;;;;;;;;;;
219;01.01.03;GKQ+063;Avec ou sans : enregistrement du son et/ou de l'image;;;N;;;;;;;;;;;;;;;;;;;
220;01.01.03;AKQ+124;Évaluation initiale des troubles du raisonnement logique et mathématique;;;L;;M;Modulateur BN supprimé;;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;55;;;;;;;
221;01.01.03;AKQ+124;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
222;01.01.03;AKQ+124;examen du langage oral;;;N;;;;;;;;;;;;;;;;;;;
223;01.01.03;AKQ+124;examen des structures logiques;;;N;;;;;;;;;;;;;;;;;;;
224;01.01.03;AKQ+124;évaluation des acquisitions mathématiques;;;N;;;;;;;;;;;;;;;;;;;
225;01.01.03;AKQ+124;analyse critique des interactions verbales et non verbales entre le patient et son entourage et proposition d'adaptation si nécessaire;;;N;;;;;;;;;;;;;;;;;;;
226;01.01.03;AKQ+124;Avec ou sans : enregistrement du son et/ou de l'image;;;N;;;;;;;;;;;;;;;;;;;
227;01.01.03;AKQ+172;Évaluation intermédiaire des troubles du raisonnement logique et mathématique;;;L;;M;Modulateur BN supprimé;;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;38;;;;;;;
228;01.01.03;AKQ+172;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
229;01.01.03;AKQ+172;évaluation focalisée permettant d'apprécier l'évolution de la rééducation des troubles du raisonnement logique et mathématique et d'ajuster le programme de rééducation;;;N;;;;;;;;;;;;;;;;;;;
230;01.01.03;AKQ+172;Avec ou sans : enregistrement du son et/ou de l'image;;;N;;;;;;;;;;;;;;;;;;;
231;01.01.03;AKQ+219;Évaluation finale des troubles du raisonnement logique et mathématique;;;L;;M;Modulateur BN supprimé;;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;61;;;;;;;
232;01.01.03;AKQ+219;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
233;01.01.03;AKQ+219;évaluation des troubles du raisonnement logique et mathématique à la fin de la prise en charge ou à la sortie, pour orientation;;;N;;;;;;;;;;;;;;;;;;;
234;01.01.03;AKQ+219;Avec ou sans : enregistrement du son et/ou de l'image;;;N;;;;;;;;;;;;;;;;;;;
235;01.01.03;;;;;LV;;;;;;;;;;;;;;;;;;;
236;01.01.04;;Autres actes d'évaluation à visée de diagnostic et de synthèse des fonctions cérébrales;;;T;;;;;;;;;;;;;;;;;;;
237;01.01.04;;;;;LV;;;;;;;;;;;;;;;;;;;
238;01.01.04;ALQ+011;Évaluation psychologique de la personnalité;;ZV;L;;M;Modulateur BN supprimé;;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;132;;;;;;;
239;01.01.04;ALQ+011;Avec ou sans : évaluation de fonction cognitive;;;N;;;;;;;;;;;;;;;;;;;
240;01.01.04;ALQ+011;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
241;01.01.04;ALQ+011;entretien psychologique inaugural à visée d'information, de recueil du consentement du patient, d'analyse de la plainte du patient et/ou de son entourage et des contextes psychologique, psychoaffectif et psychosocial;;;N;;;;;;;;;;;;;;;;;;;
242;01.01.04;ALQ+011;passation de tests psychologiques de personnalité et/ou projectif tels que : inventaire de personnalité, Thematic Aperception Test [TAT], inventaire de personnalité révisé [Néo PI-R], psychodiagnostic de Rorschach, échelles de dépression et d'anxiété;;;N;;;;;;;;;;;;;;;;;;;
243;01.01.04;ALQ+011;cotation et interprétation des tests;;;N;;;;;;;;;;;;;;;;;;;
244;01.01.04;ALQ+011;orientation et modalités de prise en charge;;;N;;;;;;;;;;;;;;;;;;;
245;01.01.04;ALQ+114;Évaluation comportementale structurée;;;L;;M;Modulateur BN supprimé;;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;50;;;;;;;
246;01.01.04;ALQ+114;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
247;01.01.04;ALQ+114;entretien semi-structuré avec l'entourage;;;N;;;;;;;;;;;;;;;;;;;
248;01.01.04;ALQ+114;observation des troubles du comportement du patient;;;N;;;;;;;;;;;;;;;;;;;
249;01.01.04;ALQ+114;identification de la nature, la fréquence, la sévérité et le retentissement des troubles du comportement;;;N;;;;;;;;;;;;;;;;;;;
250;01.01.04;ALQ+114;identification des facteurs susceptibles de déclencher, maintenir ou renforcer les troubles du comportement;;;N;;;;;;;;;;;;;;;;;;;
251;01.01.04;ALQ+114;évaluation structurée par grille telle que : inventaire neuropsychiatrique [NPI], inventaire neuropsychiatrique pour équipe soignante [NPI- ES], échelle Cohen Mansfield agitation inventory [CMAI],;;;N;;;;;;;;;;;;;;;;;;;
252;01.01.04;ALQ+114;suivi de la cinétique des scores;;;N;;;;;;;;;;;;;;;;;;;
253;01.01.04;ZGQ+287;Évaluation structurée de la relation parent-enfant;;;L;;M;Modulateur BN supprimé;;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;50;;;;;;;
254;01.01.04;ZGQ+287;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
255;01.01.04;ZGQ+287;observation de la relation parent-enfant;;;N;;;;;;;;;;;;;;;;;;;
256;01.01.04;ZGQ+287;évaluation structurée des capacités cognitives, sensorielles et motrices du parent;;;N;;;;;;;;;;;;;;;;;;;
257;01.01.04;ZGQ+287;évaluation structurée de la qualité de la relation parent-enfant;;;N;;;;;;;;;;;;;;;;;;;
258;01.01.04;;;;;LV;;;;;;;;;;;;;;;;;;;
259;01.02;;Actes de prise en charge à visée thérapeutique des troubles des fonctions cérébrales;;;T;;;;;;;;;;;;;;;;;;;
260;01.02;;;;;LV;;;;;;;;;;;;;;;;;;;
261;01.02;;;;;LV;;;;;;;;;;;;;;;;;;;
262;01.02.01;;Actes de prise en charge à visée thérapeutique des troubles des fonctions cognitives;;;T;;;;;;;;;;;;;;;;;;;
263;01.02.01;;;;;LV;;;;;;;;;;;;;;;;;;;
264;01.02.01;ALT+145;Séance individuelle d'entretien psychologique à visée de réadaptation cognitive;;ZV;L;Peut, au plus,  être codé une fois le matin et l'après-midi;;Modulateur BN supprimé;oui;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;31;;;;;;;
265;01.02.01;ALT+145;À l'exclusion de :;;;N;;;;;;;;;;;;;;;;;;;
266;01.02.01;ALT+145;séance individuelle d'entretien psychologique à visée de réadaptation cognitive avec mise en situation (ALT+236);;;N;;;;;;;;;;;;;;;;;;;
267;01.02.01;ALT+145;séance d'entretien psychologique à visée de réadaptation cognitive avec simulateur (ALT+097);;;N;;;;;;;;;;;;;;;;;;;
268;01.02.01;ALT+145;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
269;01.02.01;ALT+145;entretien psychologique structuré;;;N;;;;;;;;;;;;;;;;;;;
270;01.02.01;ALT+145;utilisation de tests, échelles, questionnaires informatisés ou non;;;N;;;;;;;;;;;;;;;;;;;
271;01.02.01;ALT+145;réalisation d'exercices et d'épreuves de réadaptation de fonction cognitive;;;N;;;;;;;;;;;;;;;;;;;
272;01.02.01;ALT+263;Séance collective d'entretien psychologique à visée de réadaptation cognitive;;;L;Peut, au plus,  être codé une fois le matin et l'après-midi;;Modulateur BN supprimé;oui;non;non;oui;non;non;"Version 2012 ; 30/03/2012";;20;;;;;;;
273;01.02.01;ALT+263;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
274;01.02.01;ALT+263;entretien psychologique structuré;;;N;;;;;;;;;;;;;;;;;;;
275;01.02.01;ALT+263;utilisation de tests, échelles, questionnaires informatisés ou non;;;N;;;;;;;;;;;;;;;;;;;
276;01.02.01;ALT+263;réalisation d'exercices et d'épreuves de réadaptation de fonction cognitive;;;N;;;;;;;;;;;;;;;;;;;
277;01.02.01;ALT+236;Séance individuelle d'entretien psychologique à visée de réadaptation cognitive avec mise en situation;;;L;Peut, au plus,  être codé une fois le matin et l'après-midi;;Modulateur BN supprimé;oui;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;30;;;;;;;
278;01.02.01;ALT+236;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
279;01.02.01;ALT+236;entretien psychologique structuré;;;N;;;;;;;;;;;;;;;;;;;
280;01.02.01;ALT+236;utilisation de tests, échelles, questionnaires informatisés ou non;;;N;;;;;;;;;;;;;;;;;;;
281;01.02.01;ALT+236;réalisation d'exercices et d'épreuves de réadaptation de fonction cognitive avec mise en situation;;;N;;;;;;;;;;;;;;;;;;;
282;01.02.01;ALT+151;Séance collective d'entretien psychologique à visée de réadaptation cognitive avec mise en situation;;;L;Peut, au plus,  être codé une fois le matin et l'après-midi;;Modulateur BN supprimé;oui;non;non;oui;non;non;"version 2014 ; 30/12/2013";;20;;;;;;;
283;01.02.01;ALT+151;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
284;01.02.01;ALT+151;entretien psychologique structuré;;;N;;;;;;;;;;;;;;;;;;;
285;01.02.01;ALT+151;utilisation de tests, échelles, questionnaires informatisés ou non;;;N;;;;;;;;;;;;;;;;;;;
286;01.02.01;ALT+151;réalisation d'exercices et d'épreuves de réadaptation de fonction cognitive avec mise en situation;;;N;;;;;;;;;;;;;;;;;;;
287;01.02.01;ALT+097;Séance d'entretien psychologique à visée de réadaptation cognitive avec simulateur;;;L;Peut, au plus,  être codé une fois le matin et l'après-midi;M;Modulateur BN supprimé;oui;oui;possible;non;non;non;"Version 2012 ; 30/03/2012";;36;;;;;;;
288;01.02.01;ALT+097;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
289;01.02.01;ALT+097;entretien psychologique structuré;;;N;;;;;;;;;;;;;;;;;;;
290;01.02.01;ALT+097;utilisation de tests échelles, questionnaires informatisés ou non;;;N;;;;;;;;;;;;;;;;;;;
291;01.02.01;ALT+097;réalisation d'exercices et d'épreuves de réadaptation de fonction cognitive avec utilisation de simulateur;;;N;;;;;;;;;;;;;;;;;;;
292;01.02.01;ALM+024;Séance de restauration, développement et compensation de fonction mnésique par réalisation d'1 tâche élémentaire;;"EZ;ZV";L;Peut, au plus,  être codé une fois le matin et l'après-midi;M;Modulateur BN supprimé;oui;oui;possible;non;non;non;"Version 2012 ; 30/03/2012";;31;;;;;;;
293;01.02.01;ALM+024;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
294;01.02.01;ALM+024;exploitation des systèmes mnésiques préservés avec automatisation de tâche élémentaire, telle que : mémorisation d'un trajet signifiant dans l'établissement;;;N;;;;;;;;;;;;;;;;;;;
295;01.02.01;ALM+024;aménagement de l'environnement du patient par la mise en place de dispositif technique de compensation;;;N;;;;;;;;;;;;;;;;;;;
296;01.02.01;ALM+024;mise en place de repères temporospatiaux pour permettre l'émergence d'automatismes par la répétition de manière identique d'actions structurées;;;N;;;;;;;;;;;;;;;;;;;
297;01.02.01;ALM+024;mise en place de moyens mnémotechniques et utilisation de canaux facilitateurs pour permettre une mémorisation efficiente;;;N;;;;;;;;;;;;;;;;;;;
298;01.02.01;ALM+024;développement des capacités d'attention;;;N;;;;;;;;;;;;;;;;;;;
299;01.02.01;ALM+024;systématisation de la planification écrite détaillée des tâches en évoluant vers son allègement;;;N;;;;;;;;;;;;;;;;;;;
300;01.02.01;ALM+024;transfert des acquis dans des situations de la vie quotidienne de difficulté croissante;;;N;;;;;;;;;;;;;;;;;;;
301;01.02.01;ALM+024;éducation de l'entourage pour le transfert des acquis au domicile;;;N;;;;;;;;;;;;;;;;;;;
302;01.02.01;ALM+139;Séance de restauration, développement et compensation de fonction mnésique par réalisation de plusieurs tâches élémentaires combinées et coordonnées;;"EZ;ZV";L;Peut, au plus,  être codé une fois le matin et l'après-midi;M;Modulateur BN supprimé;oui;oui;possible;non;non;non;"Version 2012 ; 30/03/2012";;37;;;;;;;
303;01.02.01;ALM+139;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
304;01.02.01;ALM+139;exploitation des systèmes mnésiques préservés dans l'exécution de tâches combinées et coordonnées telles que : activité bureautique ou activité en atelier;;;N;;;;;;;;;;;;;;;;;;;
305;01.02.01;ALM+139;aménagement de l'environnement du patient par la mise en place de dispositif technique de compensation;;;N;;;;;;;;;;;;;;;;;;;
306;01.02.01;ALM+139;mise en place des repères temporospatiaux pour permettre l'émergence d'automatismes par la répétition de manière identique d'actions structurées;;;N;;;;;;;;;;;;;;;;;;;
307;01.02.01;ALM+139;mise en place de moyens mnémotechniques et utilisation de canaux facilitateurs pour permettre une mémorisation efficiente;;;N;;;;;;;;;;;;;;;;;;;
308;01.02.01;ALM+139;développement des capacités d'attention;;;N;;;;;;;;;;;;;;;;;;;
309;01.02.01;ALM+139;systématisation de la planification écrite détaillée des tâches en évoluant vers son allègement;;;N;;;;;;;;;;;;;;;;;;;
310;01.02.01;ALM+139;transfert des acquis dans des situations de la vie quotidienne de difficulté croissante;;;N;;;;;;;;;;;;;;;;;;;
311;01.02.01;ALM+139;éducation de l'entourage pour le transfert des acquis au domicile;;;N;;;;;;;;;;;;;;;;;;;
312;01.02.01;ALM+050;Séance de restauration, développement et compensation de fonction mnésique par planification et réalisation de plusieurs tâches élémentaires combinées et coordonnées;;"EZ;HW";L;Peut, au plus,  être codé une fois le matin et l'après-midi;M;Modulateur BN supprimé;oui;oui;possible;non;non;non;"Version 2012 ; 30/03/2012";;37;;;;57;;;
313;01.02.01;ALM+050;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
314;01.02.01;ALM+050;exploitation des systèmes mnésiques préservés dans la planification et la réalisation de tâches combinées et coordonnées telles que organisation d'une sortie culturelle;;;N;;;;;;;;;;;;;;;;;;;
315;01.02.01;ALM+050;aménagement de l'environnement du patient par la mise en place d'aide technique de compensation;;;N;;;;;;;;;;;;;;;;;;;
316;01.02.01;ALM+050;mise en place des repères temporospatiaux pour permettre l'émergence d'automatismes par la répétition de manière identique d'actions structurées;;;N;;;;;;;;;;;;;;;;;;;
317;01.02.01;ALM+050;mise en place de moyens mnémotechniques et utilisation de canaux facilitateurs pour permettre une mémorisation efficiente;;;N;;;;;;;;;;;;;;;;;;;
318;01.02.01;ALM+050;développement des capacités d'attention;;;N;;;;;;;;;;;;;;;;;;;
319;01.02.01;ALM+050;systématisation de la planification écrite détaillée des tâches en évoluant vers son allègement;;;N;;;;;;;;;;;;;;;;;;;
320;01.02.01;ALM+050;transfert des acquis dans des situations de la vie quotidienne de difficulté croissante;;;N;;;;;;;;;;;;;;;;;;;
321;01.02.01;ALM+050;éducation de l'entourage pour le transfert des acquis au domicile;;;N;;;;;;;;;;;;;;;;;;;
322;01.02.01;ALM+172;Séance de restauration, développement et compensation de fonction exécutive par réalisation d'1 tâche élémentaire;;EZ;L;Peut, au plus,  être codé une fois le matin et l'après-midi;M;"Modulateur BN supprimé ; caractère non dédié modifié";oui;oui;possible;non;non;non;"Version 2012 ; 30/03/2012";;31;;;;;;;
323;01.02.01;ALM+172;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
324;01.02.01;ALM+172;proposition d'exercices nécessitant une hiérarchisation des tâches, tels que utilisation d'outils informatiques;;;N;;;;;;;;;;;;;;;;;;;
325;01.02.01;ALM+172;apprentissage de la gestion des stimuli parasites et des comportements inadaptés;;;N;;;;;;;;;;;;;;;;;;;
326;01.02.01;ALM+172;proposition d'exercices sollicitant les capacités de contrôle, d'anticipation et d'adaptation;;;N;;;;;;;;;;;;;;;;;;;
327;01.02.01;ALM+172;apprentissage de la nécessité de réactualiser les données indispensables au bon déroulement de l'activité;;;N;;;;;;;;;;;;;;;;;;;
328;01.02.01;ALM+172;utilisation de dispositif technique de compensation tel que : agenda, carnet de bord, alarme, téléphone;;;N;;;;;;;;;;;;;;;;;;;
329;01.02.01;ALM+172;sevrage progressif des dispositifs techniques de compensation;;;N;;;;;;;;;;;;;;;;;;;
330;01.02.01;ALM+172;sollicitation à réaliser les doubles tâches voire des tâches multiples;;;N;;;;;;;;;;;;;;;;;;;
331;01.02.01;ALM+172;développement des capacités préservées;;;N;;;;;;;;;;;;;;;;;;;
332;01.02.01;ALM+172;sollicitation des mémoire de travail et mémoire prospective;;;N;;;;;;;;;;;;;;;;;;;
333;01.02.01;ALM+172;apprentissage du recours aux routines d'action;;;N;;;;;;;;;;;;;;;;;;;
334;01.02.01;ALM+167;Séance de restauration, développement et compensation des fonctions exécutives par réalisation de plusieurs tâches élémentaires combinées et coordonnées;;EZ;L;Peut, au plus,  être codé une fois le matin et l'après-midi;M;Modulateur BN supprimé;oui;oui;possible;non;non;non;"Version 2012 ; 30/03/2012";;37;;;;;;;
335;01.02.01;ALM+167;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
336;01.02.01;ALM+167;proposition d'exercices nécessitant une hiérarchisation des tâches, tels que préparation de sortie avec recours aux transports en commun;;;N;;;;;;;;;;;;;;;;;;;
337;01.02.01;ALM+167;apprentissage de la gestion des stimuli parasites;;;N;;;;;;;;;;;;;;;;;;;
338;01.02.01;ALM+167;proposition d'exercices sollicitant les capacités d'adaptation;;;N;;;;;;;;;;;;;;;;;;;
339;01.02.01;ALM+167;apprentissage de la nécessité de réactualiser les données indispensables au bon déroulement de l'activité;;;N;;;;;;;;;;;;;;;;;;;
340;01.02.01;ALM+167;utilisation d'aide technique de compensation : agenda, carnet de bord, alarme;;;N;;;;;;;;;;;;;;;;;;;
341;01.02.01;ALM+167;sevrage progressif des aides techniques de compensation;;;N;;;;;;;;;;;;;;;;;;;
342;01.02.01;ALM+167;sollicitation à réaliser les doubles tâches voire des tâches multiples;;;N;;;;;;;;;;;;;;;;;;;
343;01.02.01;ALM+167;développement des capacités préservées;;;N;;;;;;;;;;;;;;;;;;;
344;01.02.01;ALM+167;sollicitation des mémoire de travail et mémoire prospective;;;N;;;;;;;;;;;;;;;;;;;
345;01.02.01;ALM+167;apprentissage du recours aux routines d'action;;;N;;;;;;;;;;;;;;;;;;;
346;01.02.01;ALM+126;Séance de restauration, développement et compensation des fonctions cognitives globales et spécifiques;;"EZ;ZV";L;Peut, au plus,  être codé une fois le matin et l'après-midi;M;Modulateur BN supprimé;oui;oui;possible;non;non;non;"Version 2012 ; 30/03/2012";;37;;;;;;;
347;01.02.01;ALM+126;Séance de restauration et/ou développement des fonctions cognitives et exécutives en addictologie;;;N;;;;;;;;;;;;;;;;;;;
348;01.02.01;ALM+126;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
349;01.02.01;ALM+126;réalisation d'activités faisant appel aux fonctions cognitives et exécutives;;;N;;;;;;;;;;;;;;;;;;;
350;01.02.01;ALM+126;mise en place de moyen de compensation;;;N;;;;;;;;;;;;;;;;;;;
351;01.02.01;ALM+126;aide à l'autoévaluation des capacités et insuffisances;;;N;;;;;;;;;;;;;;;;;;;
352;01.02.01;ALM+126;développement des capacités d'attention;;;N;;;;;;;;;;;;;;;;;;;
353;01.02.01;ALM+126;développement ou mise en place de stratégies d'adaptation des fonctions altérées;;;N;;;;;;;;;;;;;;;;;;;
354;01.02.01;ALR+298;Séance de stimulation cognitive, sensorielle, sensitive et motrice;;"EZ;ZV;QM;TF;LJ;RW;HW";L;"Peut, au plus,  être codé une fois le matin et l'après-midi, sans le modulateur QM ;
Peut, au plus,  être codé une fois le matin et l'après-midi, avec le modulateur QM ;";M;Modulateur BN supprimé;oui;oui;possible;non;non;non;"Version 2012 ; 30/03/2012";;22;;;;42;42;30;
355;01.02.01;ALR+298;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
356;01.02.01;ALR+298;évaluation du niveau de vigilance du patient par des échelles comportementales;;;N;;;;;;;;;;;;;;;;;;;
357;01.02.01;ALR+298;développement de la conscience corporelle par stimulation sensorielle;;;N;;;;;;;;;;;;;;;;;;;
358;01.02.01;ALR+298;développement de l'acceptation de l'image de soi et de son corps;;;N;;;;;;;;;;;;;;;;;;;
359;01.02.01;ALR+298;observation et renforcement de l'émergence de moyens de communication verbaux et non verbaux;;;N;;;;;;;;;;;;;;;;;;;
360;01.02.01;ALR+298;développement de moyens de communication reproductibles;;;N;;;;;;;;;;;;;;;;;;;
361;01.02.01;ALR+298;développement de l'orientation dans le temps et l'espace;;;N;;;;;;;;;;;;;;;;;;;
362;01.02.01;;;;;LV;;;;;;;;;;;;;;;;;;;
